order,duration,onset,object_id,face_locations
,0.5,373.5,0,"(163, 987, 271, 880)"
,0.5,373.5,1,"(153, 182, 282, 53)"
,0.5,373.5,2,"(163, 617, 271, 509)"
,0.5,374.0,0,"(163, 987, 271, 880)"
,0.5,374.0,1,"(163, 617, 271, 509)"
,0.5,374.0,2,"(163, 163, 271, 55)"
,0.5,374.5,0,"(163, 987, 271, 880)"
,0.5,374.5,1,"(163, 617, 271, 509)"
,0.5,374.5,2,"(153, 182, 282, 53)"
,0.5,375.0,0,"(216, 383, 268, 331)"
,0.5,375.0,1,"(198, 695, 260, 633)"
,0.5,375.5,0,"(205, 391, 267, 328)"
,0.5,375.5,1,"(198, 702, 260, 640)"
,0.5,376.0,0,"(198, 702, 260, 640)"
,0.5,376.0,1,"(216, 383, 268, 331)"
,0.5,376.5,0,"(198, 702, 260, 640)"
,0.5,376.5,1,"(216, 383, 268, 331)"
,0.5,377.0,0,"(198, 702, 260, 640)"
,0.5,377.0,1,"(211, 383, 262, 331)"
,0.5,377.5,0,"(198, 702, 260, 640)"
,0.5,377.5,1,"(205, 384, 267, 322)"
,0.5,378.0,0,"(198, 702, 260, 640)"
,0.5,378.0,1,"(205, 391, 267, 328)"
,0.5,378.5,0,"(198, 702, 260, 640)"
,0.5,378.5,1,"(211, 383, 262, 331)"
,0.5,379.0,0,"(198, 702, 260, 640)"
,0.5,379.0,1,"(198, 391, 260, 328)"
,0.5,379.5,0,"(198, 702, 260, 640)"
,0.5,379.5,1,"(198, 391, 260, 328)"
,0.5,380.0,0,"(198, 702, 260, 640)"
,0.5,380.0,1,"(211, 384, 274, 322)"
,0.5,380.5,0,"(211, 384, 274, 322)"
,0.5,380.5,1,"(198, 702, 260, 640)"
,0.5,381.0,0,"(211, 384, 274, 322)"
,0.5,381.0,1,"(198, 702, 260, 640)"
,0.5,381.5,0,"(198, 702, 260, 640)"
,0.5,381.5,1,"(198, 391, 260, 328)"
,0.5,382.0,0,"(198, 702, 260, 640)"
,0.5,382.0,1,"(216, 383, 268, 331)"
,0.5,383.0,0,"(234, 817, 270, 781)"
,0.5,383.5,0,"(230, 813, 266, 777)"
,0.5,384.0,0,"(230, 813, 266, 777)"
,0.5,384.5,0,"(230, 813, 266, 777)"
,0.5,385.0,0,"(234, 813, 270, 777)"
,0.5,386.0,0,"(234, 813, 270, 777)"
,0.5,386.0,1,"(214, 213, 257, 170)"
,0.5,386.5,0,"(234, 813, 270, 777)"
,0.5,386.5,1,"(214, 213, 257, 170)"
,0.5,387.0,0,"(234, 813, 270, 777)"
,0.5,387.0,1,"(226, 277, 262, 241)"
,0.5,387.5,0,"(168, 325, 297, 196)"
,0.5,387.5,1,"(163, 892, 271, 784)"
,0.5,388.0,0,"(163, 892, 271, 784)"
,0.5,388.0,1,"(175, 342, 283, 235)"
,0.5,388.5,0,"(163, 892, 271, 784)"
,0.5,388.5,1,"(175, 330, 283, 223)"
,0.5,389.0,0,"(199, 294, 307, 187)"
,0.5,389.0,1,"(175, 892, 283, 784)"
,0.5,389.5,0,"(182, 311, 311, 182)"
,0.5,389.5,1,"(168, 898, 297, 769)"
,0.5,390.0,0,"(175, 330, 283, 223)"
,0.5,390.0,1,"(168, 913, 297, 784)"
,0.5,390.5,0,"(168, 898, 297, 769)"
,0.5,390.5,1,"(152, 318, 259, 211)"
,0.5,391.0,0,"(152, 318, 259, 211)"
,0.5,391.0,1,"(168, 898, 297, 769)"
,0.5,391.5,0,"(153, 970, 282, 841)"
,0.5,391.5,1,"(156, 563, 245, 474)"
,0.5,391.5,2,"(153, 196, 282, 67)"
,0.5,392.0,0,"(153, 970, 282, 841)"
,0.5,392.0,1,"(152, 581, 259, 474)"
,0.5,392.0,2,"(153, 196, 282, 67)"
,0.5,392.5,0,"(153, 970, 282, 841)"
,0.5,392.5,1,"(153, 196, 282, 67)"
,0.5,392.5,2,"(152, 581, 259, 474)"
,0.5,393.0,0,"(153, 970, 282, 841)"
,0.5,393.0,1,"(153, 196, 282, 67)"
,0.5,393.0,2,"(152, 581, 259, 474)"
,0.5,393.5,0,"(153, 970, 282, 841)"
,0.5,393.5,1,"(152, 581, 259, 474)"
,0.5,393.5,2,"(153, 196, 282, 67)"
,0.5,394.0,0,"(153, 970, 282, 841)"
,0.5,394.0,1,"(152, 581, 259, 474)"
,0.5,394.0,2,"(153, 196, 282, 67)"
,0.5,394.5,0,"(162, 821, 198, 785)"
,0.5,395.0,0,"(170, 821, 206, 785)"
,0.5,395.5,0,"(198, 821, 234, 785)"
,0.5,400.0,0,"(201, 706, 468, 438)"
,0.5,400.5,0,"(231, 706, 498, 438)"
,0.5,401.0,0,"(201, 706, 468, 438)"
,0.5,401.5,0,"(231, 676, 498, 409)"
,0.5,402.0,0,"(231, 676, 498, 409)"
,0.5,402.5,0,"(231, 706, 498, 438)"
,0.5,403.0,0,"(201, 765, 468, 498)"
,0.5,403.5,0,"(242, 736, 464, 513)"
,0.5,404.0,0,"(231, 706, 498, 438)"
,0.5,404.5,0,"(231, 706, 498, 438)"
,0.5,405.0,0,"(201, 706, 468, 438)"
,0.5,405.5,0,"(201, 706, 468, 438)"
,0.5,406.0,0,"(201, 706, 468, 438)"
,0.5,406.5,0,"(217, 687, 440, 464)"
,0.5,407.0,0,"(201, 676, 468, 409)"
,0.5,407.5,0,"(217, 712, 440, 489)"
,0.5,408.0,0,"(201, 735, 468, 468)"
,0.5,408.5,0,"(201, 735, 468, 468)"
,0.5,409.0,0,"(201, 735, 468, 468)"
,0.5,409.5,0,"(201, 735, 468, 468)"
,0.5,410.0,0,"(231, 706, 498, 438)"
,0.5,411.5,0,"(191, 702, 253, 640)"
,0.5,412.0,0,"(191, 702, 253, 640)"
,0.5,414.0,0,"(191, 709, 253, 646)"
,0.5,414.0,1,"(205, 384, 267, 322)"
,0.5,414.5,0,"(191, 688, 253, 626)"
,0.5,415.0,0,"(153, 984, 282, 855)"
,0.5,415.0,1,"(152, 605, 259, 497)"
,0.5,415.0,2,"(153, 182, 282, 53)"
,0.5,415.5,0,"(163, 975, 271, 868)"
,0.5,415.5,1,"(152, 605, 259, 497)"
,0.5,415.5,2,"(153, 196, 282, 67)"
,0.5,416.0,0,"(163, 975, 271, 868)"
,0.5,416.0,1,"(152, 605, 259, 497)"
,0.5,416.0,2,"(153, 196, 282, 67)"
,0.5,418.0,0,"(153, 167, 282, 38)"
,0.5,418.0,1,"(163, 999, 271, 892)"
,0.5,418.0,2,"(175, 581, 283, 474)"
,0.5,418.5,0,"(153, 167, 282, 38)"
,0.5,418.5,1,"(175, 999, 283, 892)"
,0.5,418.5,2,"(163, 569, 271, 462)"
,0.5,419.0,0,"(211, 398, 274, 335)"
,0.5,419.5,0,"(205, 391, 267, 328)"
,0.5,419.5,1,"(198, 702, 260, 640)"
,0.5,420.0,0,"(199, 383, 251, 331)"
,0.5,420.0,1,"(198, 702, 260, 640)"
,0.5,420.5,0,"(198, 702, 260, 640)"
,0.5,420.5,1,"(205, 384, 267, 322)"
,0.5,421.0,0,"(182, 999, 311, 870)"
,0.5,421.0,1,"(175, 581, 283, 474)"
,0.5,421.0,2,"(153, 196, 282, 67)"
,0.5,421.5,0,"(182, 999, 311, 870)"
,0.5,421.5,1,"(176, 563, 265, 474)"
,0.5,421.5,2,"(153, 196, 282, 67)"
,0.5,422.0,0,"(168, 999, 297, 870)"
,0.5,422.0,1,"(176, 563, 265, 474)"
,0.5,422.0,2,"(153, 196, 282, 67)"
,0.5,422.5,0,"(168, 999, 297, 870)"
,0.5,422.5,1,"(175, 581, 283, 474)"
,0.5,422.5,2,"(153, 196, 282, 67)"
,0.5,423.0,0,"(163, 999, 271, 892)"
,0.5,423.0,1,"(176, 573, 265, 484)"
,0.5,423.0,2,"(153, 196, 282, 67)"
,0.5,423.5,0,"(163, 999, 271, 892)"
,0.5,423.5,1,"(163, 605, 271, 497)"
,0.5,423.5,2,"(153, 196, 282, 67)"
,0.5,424.0,0,"(153, 999, 282, 870)"
,0.5,424.0,1,"(153, 196, 282, 67)"
,0.5,424.0,2,"(163, 617, 271, 509)"
,0.5,424.5,0,"(139, 182, 268, 53)"
,0.5,424.5,1,"(153, 984, 282, 855)"
,0.5,424.5,2,"(163, 605, 271, 497)"
,0.5,425.0,0,"(175, 987, 283, 880)"
,0.5,425.0,1,"(163, 163, 271, 55)"
,0.5,425.0,2,"(163, 593, 271, 485)"
,0.5,426.0,0,"(112, 438, 379, 171)"
,0.5,431.5,0,"(239, 527, 291, 475)"
,0.5,431.5,1,"(234, 723, 285, 671)"
,0.5,432.0,0,"(245, 723, 297, 671)"
,0.5,432.0,1,"(239, 527, 291, 475)"
,0.5,432.5,0,"(239, 527, 291, 475)"
,0.5,432.5,1,"(239, 723, 291, 671)"
,0.5,433.0,0,"(239, 527, 291, 475)"
,0.5,433.0,1,"(234, 717, 285, 665)"
,0.5,433.5,0,"(239, 717, 291, 665)"
,0.5,433.5,1,"(232, 529, 294, 467)"
,0.5,433.5,2,"(262, 357, 298, 321)"
,0.5,434.0,0,"(239, 717, 291, 665)"
,0.5,434.0,1,"(239, 533, 291, 481)"
,0.5,434.0,2,"(262, 357, 298, 321)"
,0.5,434.5,0,"(239, 538, 291, 487)"
,0.5,434.5,1,"(239, 717, 291, 665)"
,0.5,434.5,2,"(262, 357, 298, 321)"
,0.5,435.0,0,"(171, 379, 439, 111)"
,0.5,435.5,0,"(171, 409, 439, 141)"
,0.5,436.0,0,"(171, 409, 439, 141)"
,0.5,436.5,0,"(171, 409, 439, 141)"
,0.5,437.0,0,"(171, 409, 439, 141)"
,0.5,437.5,0,"(171, 409, 439, 141)"
,0.5,438.0,0,"(171, 409, 439, 141)"
,0.5,438.5,0,"(192, 712, 415, 489)"
,0.5,439.0,0,"(192, 712, 415, 489)"
,0.5,439.5,0,"(171, 438, 439, 171)"
,0.5,440.0,0,"(171, 438, 439, 171)"
,0.5,440.5,0,"(142, 438, 409, 171)"
,0.5,441.0,0,"(171, 438, 439, 171)"
,0.5,441.5,0,"(192, 712, 415, 489)"
,0.5,442.0,0,"(192, 712, 415, 489)"
,0.5,442.5,0,"(192, 687, 415, 464)"
,0.5,443.0,0,"(192, 687, 415, 464)"
,0.5,443.5,0,"(167, 712, 390, 489)"
,0.5,444.0,0,"(192, 712, 415, 489)"
,0.5,444.5,0,"(142, 438, 409, 171)"
,0.5,445.0,0,"(142, 438, 409, 171)"
,0.5,445.5,0,"(142, 409, 409, 141)"
,0.5,446.5,0,"(142, 409, 409, 141)"
,0.5,447.0,0,"(142, 409, 409, 141)"
,0.5,450.5,0,"(154, 813, 190, 777)"
,0.5,451.0,0,"(158, 829, 194, 793)"
,0.5,451.5,0,"(161, 847, 204, 804)"
,0.5,452.0,0,"(161, 842, 204, 799)"
,0.5,452.5,0,"(159, 855, 211, 803)"
,0.5,453.0,0,"(156, 847, 218, 785)"
,0.5,453.5,0,"(198, 439, 260, 377)"
,0.5,453.5,1,"(146, 851, 221, 776)"
,0.5,454.0,0,"(218, 453, 281, 391)"
,0.5,454.0,1,"(155, 834, 229, 760)"
,0.5,454.5,0,"(163, 826, 225, 764)"
,0.5,454.5,1,"(246, 529, 308, 467)"
,0.5,455.0,0,"(146, 832, 236, 743)"
,0.5,455.0,1,"(246, 570, 308, 508)"
,0.5,455.5,0,"(140, 796, 247, 689)"
,0.5,456.0,0,"(152, 748, 259, 641)"
,0.5,456.0,1,"(253, 453, 315, 391)"
,0.5,456.5,0,"(237, 494, 312, 419)"
,0.5,456.5,1,"(152, 700, 259, 593)"
,0.5,457.0,0,"(152, 641, 259, 533)"
,0.5,457.0,1,"(213, 511, 287, 436)"
,0.5,457.5,0,"(152, 665, 259, 557)"
,0.5,458.0,0,"(140, 700, 247, 593)"
,0.5,458.5,0,"(152, 700, 259, 593)"
,0.5,459.0,0,"(163, 700, 271, 593)"
,0.5,459.5,0,"(152, 700, 259, 593)"
,0.5,460.0,0,"(163, 700, 271, 593)"
,0.5,460.5,0,"(196, 444, 285, 354)"
,0.5,460.5,1,"(163, 700, 271, 593)"
,0.5,461.0,0,"(176, 464, 265, 374)"
,0.5,461.0,1,"(152, 712, 259, 605)"
,0.5,461.5,0,"(152, 724, 259, 617)"
,0.5,461.5,1,"(176, 464, 265, 374)"
,0.5,462.0,0,"(176, 464, 265, 374)"
,0.5,462.0,1,"(152, 724, 259, 617)"
,0.5,462.5,0,"(152, 712, 259, 605)"
,0.5,462.5,1,"(166, 464, 255, 374)"
,0.5,463.0,0,"(166, 464, 255, 374)"
,0.5,463.0,1,"(140, 712, 247, 605)"
,0.5,463.5,0,"(166, 454, 255, 364)"
,0.5,463.5,1,"(146, 723, 236, 633)"
,0.5,464.0,0,"(166, 464, 255, 374)"
,0.5,464.0,1,"(146, 743, 236, 653)"
,0.5,464.5,0,"(156, 464, 245, 374)"
,0.5,464.5,1,"(146, 733, 236, 643)"
,0.5,465.0,0,"(156, 454, 245, 364)"
,0.5,465.0,1,"(140, 700, 247, 593)"
,0.5,465.5,0,"(166, 404, 255, 315)"
,0.5,466.5,0,"(229, 635, 304, 560)"
,0.5,466.5,1,"(196, 374, 285, 285)"
,0.5,467.0,0,"(221, 370, 296, 295)"
,0.5,475.0,0,"(140, 665, 247, 557)"
,0.5,475.5,0,"(140, 665, 247, 557)"
,0.5,476.0,0,"(152, 665, 259, 557)"
,0.5,476.5,0,"(152, 677, 259, 569)"
,0.5,477.0,0,"(152, 629, 259, 521)"
,0.5,477.5,0,"(390, 605, 426, 569)"
,0.5,477.5,1,"(444, 141, 487, 98)"
,0.5,477.5,2,"(463, 674, 506, 631)"
,0.5,477.5,3,"(386, 36, 430, 0)"
,0.5,477.5,4,"(386, 361, 422, 325)"
,0.5,477.5,5,"(342, 481, 378, 445)"
,0.5,477.5,6,"(378, 705, 414, 669)"
,0.5,477.5,7,"(410, 465, 446, 429)"
,0.5,477.5,8,"(487, 222, 539, 170)"
,0.5,477.5,9,"(493, 423, 545, 371)"
,0.5,477.5,10,"(342, 117, 378, 81)"
,0.5,478.0,0,"(463, 679, 506, 636)"
,0.5,478.0,1,"(374, 817, 410, 781)"
,0.5,478.0,2,"(444, 146, 487, 103)"
,0.5,478.0,3,"(390, 605, 426, 569)"
,0.5,478.0,4,"(378, 705, 414, 669)"
,0.5,478.0,5,"(386, 36, 430, 0)"
,0.5,478.0,6,"(338, 477, 374, 441)"
,0.5,478.0,7,"(346, 917, 382, 881)"
,0.5,478.0,8,"(386, 361, 422, 325)"
,0.5,478.0,9,"(410, 465, 446, 429)"
,0.5,478.0,10,"(493, 423, 545, 371)"
,0.5,478.0,11,"(342, 117, 378, 81)"
,0.5,478.0,12,"(487, 222, 539, 170)"
,0.5,478.5,0,"(463, 679, 506, 636)"
,0.5,478.5,1,"(444, 151, 487, 108)"
,0.5,478.5,2,"(374, 817, 410, 781)"
,0.5,478.5,3,"(390, 605, 426, 569)"
,0.5,478.5,4,"(338, 477, 374, 441)"
,0.5,478.5,5,"(386, 361, 422, 325)"
,0.5,478.5,6,"(346, 917, 382, 881)"
,0.5,478.5,7,"(378, 705, 414, 669)"
,0.5,478.5,8,"(390, 33, 426, 0)"
,0.5,478.5,9,"(410, 465, 446, 429)"
,0.5,478.5,10,"(493, 423, 545, 371)"
,0.5,478.5,11,"(314, 973, 350, 937)"
,0.5,478.5,12,"(342, 121, 378, 85)"
,0.5,479.0,0,"(374, 817, 410, 781)"
,0.5,479.0,1,"(444, 151, 487, 108)"
,0.5,479.0,2,"(398, 601, 434, 565)"
,0.5,479.0,3,"(378, 705, 414, 669)"
,0.5,479.0,4,"(346, 917, 382, 881)"
,0.5,479.0,5,"(463, 679, 506, 636)"
,0.5,479.0,6,"(390, 33, 426, 0)"
,0.5,479.0,7,"(386, 361, 422, 325)"
,0.5,479.0,8,"(342, 481, 378, 445)"
,0.5,479.0,9,"(493, 423, 545, 371)"
,0.5,479.0,10,"(342, 121, 378, 85)"
,0.5,479.0,11,"(410, 465, 446, 429)"
,0.5,479.0,12,"(310, 973, 346, 937)"
,0.5,479.0,13,"(482, 952, 526, 909)"
,0.5,479.5,0,"(374, 817, 410, 781)"
,0.5,479.5,1,"(390, 33, 426, 0)"
,0.5,479.5,2,"(342, 481, 378, 445)"
,0.5,479.5,3,"(444, 151, 487, 108)"
,0.5,479.5,4,"(398, 601, 434, 565)"
,0.5,479.5,5,"(346, 917, 382, 881)"
,0.5,479.5,6,"(378, 705, 414, 669)"
,0.5,479.5,7,"(410, 461, 446, 425)"
,0.5,479.5,8,"(386, 361, 422, 325)"
,0.5,479.5,9,"(468, 679, 511, 636)"
,0.5,479.5,10,"(493, 423, 545, 371)"
,0.5,479.5,11,"(310, 973, 346, 937)"
,0.5,479.5,12,"(338, 121, 374, 85)"
,0.5,479.5,13,"(482, 952, 526, 909)"
,0.5,480.0,0,"(374, 817, 410, 781)"
,0.5,480.0,1,"(398, 601, 434, 565)"
,0.5,480.0,2,"(449, 146, 492, 103)"
,0.5,480.0,3,"(342, 481, 378, 445)"
,0.5,480.0,4,"(470, 677, 506, 641)"
,0.5,480.0,5,"(346, 917, 382, 881)"
,0.5,480.0,6,"(378, 705, 414, 669)"
,0.5,480.0,7,"(386, 361, 422, 325)"
,0.5,480.0,8,"(410, 449, 446, 413)"
,0.5,480.0,9,"(386, 36, 430, 0)"
,0.5,480.0,10,"(493, 423, 545, 371)"
,0.5,480.0,11,"(310, 973, 346, 937)"
,0.5,480.5,0,"(374, 817, 410, 781)"
,0.5,480.5,1,"(449, 146, 492, 103)"
,0.5,480.5,2,"(398, 601, 434, 565)"
,0.5,480.5,3,"(390, 33, 426, 0)"
,0.5,480.5,4,"(342, 481, 378, 445)"
,0.5,480.5,5,"(378, 705, 414, 669)"
,0.5,480.5,6,"(346, 917, 382, 881)"
,0.5,480.5,7,"(386, 361, 422, 325)"
,0.5,480.5,8,"(463, 684, 506, 640)"
,0.5,480.5,9,"(406, 453, 442, 417)"
,0.5,480.5,10,"(310, 973, 346, 937)"
,0.5,480.5,11,"(493, 423, 545, 371)"
,0.5,481.0,0,"(202, 872, 356, 717)"
,0.5,481.5,0,"(202, 872, 356, 717)"
,0.5,482.0,0,"(202, 872, 356, 717)"
,0.5,482.5,0,"(255, 484, 345, 394)"
,0.5,482.5,1,"(378, 223, 486, 115)"
,0.5,482.5,2,"(213, 693, 287, 619)"
,0.5,482.5,3,"(262, 212, 337, 137)"
,0.5,482.5,4,"(179, 801, 254, 726)"
,0.5,483.0,0,"(262, 254, 337, 179)"
,0.5,483.0,1,"(255, 524, 345, 434)"
,0.5,483.0,2,"(213, 735, 287, 660)"
,0.5,483.0,3,"(184, 840, 246, 778)"
,0.5,483.0,4,"(367, 199, 474, 91)"
,0.5,483.5,0,"(255, 593, 345, 504)"
,0.5,483.5,1,"(262, 320, 337, 245)"
,0.5,483.5,2,"(184, 902, 246, 840)"
,0.5,483.5,3,"(213, 793, 287, 718)"
,0.5,484.0,0,"(255, 673, 345, 583)"
,0.5,484.0,1,"(262, 403, 337, 328)"
,0.5,484.0,2,"(184, 985, 246, 923)"
,0.5,484.0,3,"(213, 876, 287, 801)"
,0.5,484.5,0,"(255, 763, 345, 673)"
,0.5,484.5,1,"(213, 967, 287, 892)"
,0.5,484.5,2,"(262, 486, 337, 411)"
,0.5,484.5,3,"(153, 101, 205, 49)"
,0.5,485.0,0,"(255, 852, 345, 763)"
,0.5,485.0,1,"(262, 577, 337, 502)"
,0.5,485.0,2,"(153, 193, 205, 141)"
,0.5,485.0,3,"(285, 335, 375, 245)"
,0.5,485.5,0,"(319, 581, 426, 474)"
,0.5,485.5,1,"(254, 942, 329, 867)"
,0.5,485.5,2,"(262, 677, 337, 602)"
,0.5,485.5,3,"(229, 137, 304, 63)"
,0.5,485.5,4,"(153, 291, 205, 239)"
,0.5,485.5,5,"(296, 378, 370, 303)"
,0.5,486.0,0,"(262, 776, 337, 701)"
,0.5,486.0,1,"(153, 389, 205, 337)"
,0.5,486.0,2,"(221, 237, 296, 162)"
,0.5,486.0,3,"(367, 820, 474, 712)"
,0.5,486.0,4,"(255, 1024, 345, 962)"
,0.5,486.5,0,"(262, 876, 337, 801)"
,0.5,486.5,1,"(153, 492, 205, 440)"
,0.5,486.5,2,"(221, 337, 296, 262)"
,0.5,486.5,3,"(294, 52, 357, 0)"
,0.5,487.0,0,"(262, 983, 337, 909)"
,0.5,487.0,1,"(296, 179, 370, 104)"
,0.5,487.0,2,"(153, 596, 205, 544)"
,0.5,487.0,3,"(232, 439, 294, 377)"
,0.5,487.5,0,"(186, 693, 275, 603)"
,0.5,488.0,0,"(176, 743, 265, 653)"
,0.5,488.5,0,"(176, 753, 265, 663)"
,0.5,489.0,0,"(176, 753, 265, 663)"
,0.5,489.5,0,"(136, 429, 188, 377)"
,0.5,489.5,1,"(271, 776, 345, 701)"
,0.5,489.5,2,"(204, 270, 279, 196)"
,0.5,489.5,3,"(356, 992, 511, 838)"
,0.5,490.0,0,"(279, 793, 354, 718)"
,0.5,490.0,1,"(136, 429, 188, 377)"
,0.5,490.0,2,"(204, 270, 279, 196)"
,0.5,490.0,3,"(356, 992, 511, 838)"
,0.5,490.5,0,"(130, 423, 182, 371)"
,0.5,490.5,1,"(287, 809, 362, 735)"
,0.5,490.5,2,"(218, 252, 281, 190)"
,0.5,490.5,3,"(356, 992, 511, 838)"
,0.5,493.0,0,"(239, 540, 368, 411)"
,0.5,493.5,0,"(225, 540, 354, 411)"
,0.5,494.0,0,"(225, 554, 354, 425)"
,0.5,494.5,0,"(219, 562, 374, 408)"
,0.5,495.0,0,"(211, 554, 340, 425)"
,0.5,495.5,0,"(202, 580, 356, 425)"
,0.5,496.0,0,"(166, 544, 255, 454)"
,0.5,496.5,0,"(156, 534, 245, 444)"
,0.5,497.0,0,"(146, 573, 236, 484)"
,0.5,497.5,0,"(136, 633, 226, 544)"
,0.5,498.0,0,"(140, 665, 247, 557)"
,0.5,498.5,0,"(325, 468, 454, 339)"
,0.5,498.5,1,"(205, 204, 267, 142)"
,0.5,498.5,2,"(130, 826, 182, 775)"
,0.5,499.0,0,"(205, 204, 267, 142)"
,0.5,499.0,1,"(301, 577, 364, 515)"
,0.5,499.0,2,"(136, 826, 188, 775)"
,0.5,499.0,3,"(354, 483, 483, 354)"
,0.5,499.5,0,"(205, 197, 267, 135)"
,0.5,499.5,1,"(136, 821, 188, 769)"
,0.5,499.5,2,"(304, 585, 378, 511)"
,0.5,499.5,3,"(368, 497, 497, 368)"
,0.5,500.0,0,"(196, 196, 271, 121)"
,0.5,500.0,1,"(304, 585, 378, 511)"
,0.5,500.0,2,"(367, 474, 474, 366)"
,0.5,500.5,0,"(196, 196, 271, 121)"
,0.5,500.5,1,"(343, 462, 450, 354)"
,0.5,500.5,2,"(136, 821, 188, 769)"
,0.5,501.0,0,"(196, 196, 271, 121)"
,0.5,501.0,1,"(136, 821, 188, 769)"
,0.5,501.5,0,"(196, 196, 271, 121)"
,0.5,501.5,1,"(343, 474, 450, 366)"
,0.5,502.0,0,"(196, 196, 271, 121)"
,0.5,502.0,1,"(343, 474, 450, 366)"
,0.5,502.5,0,"(196, 187, 271, 113)"
,0.5,502.5,1,"(354, 497, 483, 368)"
,0.5,502.5,2,"(301, 584, 364, 522)"
,0.5,503.0,0,"(196, 162, 271, 88)"
,0.5,503.0,1,"(354, 497, 483, 368)"
,0.5,503.0,2,"(301, 584, 364, 522)"
,0.5,503.5,0,"(368, 497, 497, 368)"
,0.5,504.0,0,"(463, 947, 506, 904)"
,0.5,504.0,1,"(473, 564, 516, 520)"
,0.5,504.0,2,"(418, 721, 454, 685)"
,0.5,504.0,3,"(270, 917, 306, 881)"
,0.5,504.0,4,"(406, 842, 449, 799)"
,0.5,504.5,0,"(463, 947, 506, 904)"
,0.5,504.5,1,"(410, 729, 446, 693)"
,0.5,504.5,2,"(473, 568, 516, 525)"
,0.5,504.5,3,"(406, 842, 449, 799)"
,0.5,505.0,0,"(463, 947, 506, 904)"
,0.5,505.0,1,"(406, 729, 442, 693)"
,0.5,505.0,2,"(473, 568, 516, 525)"
,0.5,505.0,3,"(406, 842, 449, 799)"
,0.5,505.5,0,"(410, 729, 446, 693)"
,0.5,505.5,1,"(463, 947, 506, 904)"
,0.5,505.5,2,"(473, 568, 516, 525)"
,0.5,505.5,3,"(401, 842, 444, 799)"
,0.5,506.0,0,"(410, 729, 446, 693)"
,0.5,506.0,1,"(463, 947, 506, 904)"
,0.5,506.0,2,"(473, 568, 516, 525)"
,0.5,506.0,3,"(401, 842, 444, 799)"
,0.5,506.5,0,"(156, 374, 245, 285)"
,0.5,507.0,0,"(146, 404, 236, 315)"
,0.5,507.5,0,"(146, 444, 236, 354)"
,0.5,508.0,0,"(146, 464, 236, 374)"
,0.5,508.5,0,"(504, 852, 594, 763)"
,0.5,508.5,1,"(557, 508, 619, 446)"
,0.5,509.0,0,"(504, 862, 594, 772)"
,0.5,509.0,1,"(141, 481, 193, 429)"
,0.5,509.5,0,"(514, 862, 604, 772)"
,0.5,509.5,1,"(147, 446, 199, 394)"
,0.5,510.0,0,"(153, 487, 205, 435)"
,0.5,510.5,0,"(147, 498, 199, 446)"
,0.5,511.0,0,"(147, 469, 199, 417)"
,0.5,511.5,0,"(156, 520, 199, 477)"
,0.5,512.0,0,"(146, 516, 190, 472)"
,0.5,516.0,0,"(146, 454, 236, 364)"
,0.5,516.5,0,"(146, 464, 236, 374)"
,0.5,517.0,0,"(136, 434, 226, 344)"
,0.5,517.5,0,"(146, 414, 236, 325)"
,0.5,518.0,0,"(146, 394, 236, 305)"
,0.5,518.5,0,"(422, 717, 458, 681)"
,0.5,518.5,1,"(481, 273, 533, 222)"
,0.5,518.5,2,"(450, 813, 486, 777)"
,0.5,518.5,3,"(374, 857, 410, 821)"
,0.5,518.5,4,"(439, 237, 482, 194)"
,0.5,518.5,5,"(536, 768, 611, 693)"
,0.5,518.5,6,"(430, 957, 473, 914)"
,0.5,519.0,0,"(422, 717, 458, 681)"
,0.5,519.0,1,"(481, 273, 533, 222)"
,0.5,519.0,2,"(370, 853, 406, 817)"
,0.5,519.0,3,"(450, 813, 486, 777)"
,0.5,519.0,4,"(438, 237, 474, 201)"
,0.5,519.0,5,"(536, 768, 611, 693)"
,0.5,519.0,6,"(430, 957, 473, 914)"
,0.5,519.5,0,"(422, 717, 458, 681)"
,0.5,519.5,1,"(481, 273, 533, 222)"
,0.5,519.5,2,"(370, 853, 406, 817)"
,0.5,519.5,3,"(434, 228, 478, 184)"
,0.5,519.5,4,"(450, 813, 486, 777)"
,0.5,519.5,5,"(536, 768, 611, 693)"
,0.5,519.5,6,"(434, 957, 470, 921)"
,0.5,520.0,0,"(422, 717, 458, 681)"
,0.5,520.0,1,"(481, 273, 533, 222)"
,0.5,520.0,2,"(370, 853, 406, 817)"
,0.5,520.0,3,"(439, 828, 482, 784)"
,0.5,520.0,4,"(439, 223, 482, 180)"
,0.5,520.0,5,"(434, 957, 470, 921)"
,0.5,520.0,6,"(544, 768, 619, 693)"
,0.5,520.0,7,"(430, 343, 473, 299)"
,0.5,520.5,0,"(422, 717, 458, 681)"
,0.5,520.5,1,"(481, 273, 533, 222)"
,0.5,520.5,2,"(439, 223, 482, 180)"
,0.5,520.5,3,"(370, 853, 406, 817)"
,0.5,520.5,4,"(425, 343, 468, 299)"
,0.5,520.5,5,"(430, 962, 473, 919)"
,0.5,520.5,6,"(446, 837, 482, 801)"
,0.5,520.5,7,"(536, 768, 611, 693)"
,0.5,521.0,0,"(426, 717, 462, 681)"
,0.5,521.0,1,"(370, 853, 406, 817)"
,0.5,521.0,2,"(430, 967, 473, 923)"
,0.5,521.0,3,"(446, 217, 482, 181)"
,0.5,521.0,4,"(487, 268, 539, 216)"
